id,word,level_number,student_saved_refs,srs_refs
d04a0a45-4f6c-4d1d-8889-699a42967a2a,"offshore wind",3,1,0
b6ea9bb0-8188-4ac8-ab4a-0c71510372fb,"universal",1,1,0
480c4ba7-851e-4b23-900f-658a97dd095b,"successfully",1,1,0
8040559a-074c-4c86-9f11-e2dbd5253624,"morning routine",3,1,0
cd00702f-c64f-4897-8a94-f607d30122c2,"dream",0,1,0
2b634e74-668a-4805-a37e-bdecc45e8a4d,"participate",3,1,0
dc1a9b90-f455-424b-97ab-378ca7dedfd4,"frozen tundra",3,1,0
479a9efd-ea01-4e0f-85d1-f5a3e0dd59d6,"plantation",3,1,0
74bd51da-459c-444a-bb19-d2dc38f2a61b,"incredible",1,1,0
061aa38d-445d-4522-aab5-de84a24a9702,"hydroelectric",3,1,0
80344dfc-a82d-43e6-8afb-fd3042ea88da,"ambiance",3,1,0
e8a777c6-fb7b-486b-8fa4-485ef2dfb2c1,"huge",1,1,0
0301dc0e-6c6f-4a7a-83a8-5310130fbf76,"encompasses",3,1,0
26134b32-71aa-4e8f-af82-d3ab348fff43,"set an example",3,1,0
7833c9e1-9b6b-4228-a3a1-16516d670331,"synonymous",3,1,0
73420ba5-716d-4191-9440-9482f2bd9075,"cherry",3,1,0
3e4ba59d-6c3d-47ec-b8c8-038622bf648d,"allocated",3,1,0
2e4628bb-4fe9-49a5-9b73-bb7bb54262e3,"capitalize on",3,1,0
c9d93783-6be2-4ef8-adef-cd2c5a5c117a,"wonder",1,1,0
b12a7b4f-14c2-4ad3-9c5a-b1b771f58cc0,"quiet",1,1,0
ef403cf2-01de-49da-ad8a-8d6b980f6ee0,"arrive",1,1,0
f0e4fe1b-faf4-41e9-8b52-fc7ea0d1345c,"crucial",3,1,0
7c53808e-e13b-470a-bb6a-13202945aa3e,"athlete",1,1,0
c44348f2-3352-4a59-9da5-14702e7b1b8d,"turn the tables",3,1,0
3e27b012-1e5f-4b5a-9134-f1b524ba168b,"undergone",3,1,0
d19646c4-3103-48dc-85a9-fd48ecf7549e,"singer",1,1,0
9816a938-e0e5-4dbc-9346-f02d1b391047,"hydrogen fuel",3,1,0
644663d9-b2e0-4381-8a89-713296aee119,"blend",3,1,0
b69700cc-422f-4db1-b526-1012d0e29d4d,"museum",1,1,0
22ad9852-e336-45f3-90a6-827e925097ae,"smart meter",3,1,0
9aa15b37-4468-4a20-bbf4-a8cf85a662ec,"treat",1,1,0
1896da2c-7d7f-49d5-8a7a-df1cab8d28d0,"soar",3,1,0
943884a8-28aa-4d5e-b587-aa0005654ec7,"coffeehouse",3,1,0
24fde058-9789-4477-b945-878f51080389,"unique",1,1,0
77803b9f-f722-492b-971c-bcda05362306,"wonderful",1,1,0
23b04722-082f-45df-8ed8-4dcc7f67f902,"wave",1,1,0
b9404557-e7c0-48ee-9fe6-a9d4f51a42f2,"champions",1,1,0
0c9e1e99-b6c9-4c14-9b2f-8cb890a0b926,"power grid",3,1,0
51b5dfe1-e860-412b-9abf-10b08c1a00fb,"geothermal",3,1,0
036971c9-ba46-4e2f-af37-2a176a02c8ab,"foundation",3,1,0
12621ed3-a473-4782-a706-0c41e7224f09,"cope",3,1,0
57a8d198-dd48-4812-a7eb-2c57d8c06a70,"drum",1,1,0
29037f3d-ddae-4fbf-99f7-8c4f9e406b75,"practice",1,1,0
32b4bf94-f2e2-4a67-bb81-dcef669c9a5a,"perform",1,1,0
9e5827ca-a7f0-4470-b1ab-db77cc8ecd48,"beneficial",3,1,0
480a492d-8e09-4439-b3fd-cc1181a48950,"connect",1,1,0
64fbb8ec-807a-4edd-a257-ac846992b9f9,"harnessing",3,1,0
93a52bd9-459f-49af-97c0-c9c54d22d930,"proud",1,1,0
76ca7c93-49df-4a5f-add7-3c2cd9415d02,"cut down on",3,1,0
d508b21c-279a-405d-be06-ee861011622b,"sensitive",3,1,0
8f5a196d-04e7-48f9-8e8a-921f65ce0361,"stewardship",3,1,0
95e27a61-f06e-4965-ac5b-67a092487268,"composting",3,1,0
e9d20aa1-ea58-46df-9311-2b67ebcd7514,"attracts",1,1,0
8d2ed212-b81c-428c-b6a8-da94673c4d0c,"café",3,1,0
288fce40-810d-4fec-9a3b-796d0768e53d,"shell",1,1,0
4fb84af3-ed2e-4d3e-b9f6-e199a9b65125,"electric vehicle",3,1,0
e120ba6a-f830-492c-8f99-51286ffa76ef,"carbon neutral",3,1,0
a9fe235b-cae0-45be-befb-b514f008256e,"adhere",3,1,0
94a6beab-f07e-4c34-ac13-24e25749a56d,"coach",1,1,0
50a03ff4-40a2-4729-8a42-7181e8972ea4,"compose",1,1,0
65f0db7c-8be1-4d8c-9465-84cd195f60ec,"coral",1,1,0
a695a57b-fa10-4175-894f-f030c4481a80,"blueprint",3,1,0
6b3683aa-3907-4a46-b73c-f31193887330,"beautiful",1,1,1
ae714c87-5984-4109-a1f9-69cc1485878f,"estimate",3,1,0
f4f3d0f0-0f86-4a49-bb35-f4d06808cc5a,"exciting",1,1,0
a80530f8-022b-4de9-ad45-0a7b81cc4dba,"carefully",1,1,0
2313a1b4-8c57-44a3-95f4-a38ff5c64201,"collaborate",2,1,0
3ab301c6-6305-4348-8682-e7e969e8e9f2,"influential",3,1,0
fda0ce98-5da8-4c1a-b4d0-57d99754e88c,"sustainable development",3,1,0
8894eaf4-446e-4606-b048-be08abcf19d7,"coffee shop",3,1,0
0a5e16a7-527b-4d6c-8a28-989e18e2b68b,"fit",1,1,0
0d494693-6d15-450d-ac76-1ac2bfa30665,"natural resources",3,1,0
268f2c29-5908-4be9-9385-25dd91d85386,"glow",1,1,0
199a70c1-9339-463a-8b3a-a5f8998a3d32,"integrated",4,1,0
5ec8f5ef-a7ee-4b81-828b-9b018f5e5f61,"bring together",3,1,0
5f29bb2b-3866-40fc-85df-aeb6b1dcb335,"whale",1,1,0
43484551-9d25-471a-86d0-4c04e60f6090,"greenhouse gas",3,1,0
6d71a09d-3515-4cb1-9e77-591f805c2f9d,"statue",1,1,0
a389b7f4-a792-4071-ab6b-8e363bb1028b,"green bean",3,1,0
fb1c8abe-f266-44dc-a288-c1f59ea7480f,"grading",3,1,0
57ed0be7-5753-47e8-8133-a6e260eb80a1,"clear",1,1,0
5da125f5-11ca-4bd5-b7b8-3aab93676b1d,"sweetness",3,1,0
91a75891-a091-4b46-bfc9-fae92bb1986c,"walk",1,1,0
3f24fc91-2f40-4026-aea9-69216fc351e6,"eat",0,1,0
36832fe1-db16-4d70-93dd-b488e1796dd6,"off-grid",3,1,0
54ecca9f-ca1a-441f-8f0c-b2f645f08acd,"attractive",1,1,0
a6b299ff-6cd0-41f7-b755-aac43669f682,"origin",3,1,0
c1fc1903-210c-4cb0-8f14-6941b3f50d2a,"meet up",3,1,0
6e574ca5-dfdf-4029-84d8-030699b47d5e,"landmark",1,1,0
5a9c2338-9b93-46e7-8616-dee25b971346,"race",1,1,0
280ade33-6e64-41f3-8a16-300d031b3fd8,"mitigation",3,1,0
673e0b83-c675-4b4a-8339-c7963f64ebfe,"champion",1,1,0
3ce54008-a694-40d6-b1fa-17ea063841bb,"serve",3,1,0
7be1f3c5-51f9-4df6-bfb0-9387f335ecac,"unprecedented",4,1,0
50c411cc-9e86-4dcf-964c-209384846f6f,"fair trade",3,1,0
4f5df41b-3be5-4da2-a9cf-9f6fa90aa32a,"emphasizes",3,1,0
08fa8130-b986-4c48-b0a7-43074049c139,"savor",3,1,0
288ea4bf-9df2-4ee8-b82b-00c621c40cef,"powerful",1,1,0
d1bdfd11-8cc9-4ac0-ad5f-bfb737b711f2,"explore",1,1,0
33b96ee8-59a0-4c0f-91b1-f5eafc235b38,"inspire",1,1,0
42bf42f7-8903-47f5-bfd2-e16157dc5b6a,"green technology",3,1,0
18565725-cd54-47f8-9508-d24e524bc5b8,"throw",1,1,0
a891ea78-d0b6-4613-b34e-a827cb6833ae,"enormous",1,1,0
ab7f1fc5-4e76-4554-9553-c347befa548c,"social hub",3,1,0
1b50bdc5-4d84-41ab-bbe5-7bef6143ba3b,"fermentation",3,1,0
3a605cb5-a1e5-4f60-929d-49f3e10dd291,"disrupt",3,1,0
a00fa5ad-5619-4afa-90d9-2c84ca75a122,"save energy",3,1,0
1c3239d0-063d-4188-aac7-eade493b7d15,"bean",3,1,0
af787267-9122-4621-a764-62fcded9958c,"temple",1,1,0
10d6d39e-c6b8-48a1-8b13-9d5c57d81792,"expensive",1,1,0
a6196611-2971-4bd4-bbef-4d58fad3a3b8,"spectacular",1,1,0
ec0986b5-a61c-41a6-8923-cd938e111bd2,"dramatic",1,1,0
4d8dcb26-e46c-43f9-b55a-498e29f85f34,"move",1,1,0
fae3f66f-5271-4f03-a7c7-b9ffc09d8638,"concert",1,1,0
74bae817-1f44-4fe8-8ca0-e90331197dc6,"evolved",3,1,0
a1437bc7-787d-4a35-81bc-45a955742ec4,"stadium",1,1,0
85d360d5-917c-4454-88eb-dd46cb6c367c,"cultivation",3,1,0
c630982c-3437-4329-be75-07ae7de9d4ac,"famous",1,1,0
c26f308f-51dc-4a3c-b147-31aee649d4b1,"guide",1,1,0
3953aa9b-fccb-4976-988e-618cbd1cf34a,"shark",1,1,0
8c0dee4f-c0a9-44ef-912e-cd23a825c8da,"pollutant",3,1,0
4af062a1-1c8a-4f75-b45c-ede6411c64bb,"electricity",1,1,0
8da7c281-ed02-4f44-99a7-bf437f1ab85d,"melody",1,1,0
419b15c4-1e4e-4d04-ae39-533bf56425b3,"undertaking",3,1,0
33a92082-22a0-4a74-869a-045d4ea0d1c7,"alternative",3,1,0
b8e3d4c8-058d-424a-8490-0661719e5e03,"wind turbine",3,1,0
86f8d182-b7f1-4302-8005-e40e03e4e01f,"aquifer",3,1,0
69d71469-db64-4703-967f-0b3f0703fea2,"build",1,1,0
d69b575a-25e1-4ac5-be2e-a9f40a1876b9,"deepest",1,1,0
f56340e2-533b-412f-9a9e-aa4865c4087e,"float",1,1,0
3375917d-9388-4e59-b86e-b2a06e8f1770,"patron",3,1,0
bc7c0568-2bc7-46b8-adaf-a52662bb9dc0,"pursue",3,1,0
5a14ae74-5815-46fb-b49b-29ebe5a08b01,"energy poverty",3,1,0
4613c089-d5b3-46e8-9262-1eeb27ab74b8,"record",1,1,0
8a43df96-2330-41b1-b413-2dac7dba9b6b,"conscious",3,1,0
fbaf1369-c5bc-4244-bce3-19ba38053fca,"zero waste",3,1,0
51795454-6c00-4d9f-9d4f-1aa8068fee38,"score",1,1,0
def6066c-f5e1-4f21-8a20-32ea053bd9bb,"skeptical",3,1,0
d4a664de-8a6b-4940-9d12-dbaed8be5cb5,"special",1,1,0
ec03ec39-5d73-452d-8880-0206a4072c67,"battery storage",3,1,0
82b9d6af-7bd2-48c5-b4c2-10ae3312fef1,"clean energy",3,1,0
899b5969-41bd-47e1-b19a-7dc091b04069,"quickly",1,1,0
920f62bf-3863-4adc-84a0-7cf0e72800cd,"gather",3,1,0
97b8bf12-9518-44b7-af84-d5cc0e827910,"carbon sequestration",3,1,0
5501553c-7d35-4ef9-86bc-223c45b80ba4,"barista",3,1,0
f1f823c6-c176-4147-acb7-dff40fb05ad2,"affordable",1,1,0
923d7b44-85f3-4a46-a0a0-b530a1032510,"cooperative",3,1,0
75043b6f-9f21-4a88-a5c5-4ae641a717f6,"pyramid",1,1,0
d92f07f3-0f96-4d7b-aacd-ee74ea21c200,"methane",3,1,0
ea18060b-e0d7-4b9b-a859-4c1a702512d8,"voice",1,1,0
cc8b4523-46a2-4d66-ada3-3518ac65a265,"harsh",1,1,0
f35cc793-0a73-4598-9748-34970f27574e,"direct trade",3,1,0
f2cf1b2d-78dd-4e6d-ac62-0843e784cb96,"electrification",3,1,0
81bf6600-80f3-48ff-a7c0-84d9080f5b46,"yield",3,1,0
246d2539-155d-4947-8ecf-ed043614bc58,"scale up",3,1,0
43c33578-df6b-4342-9c2e-8b1140af054e,"carbon footprint",3,1,0
edde355a-3464-4e22-a4a3-2b33a5819392,"adapted",1,1,0
f9c9e4d9-347f-462c-97ce-f48f2fc2ace0,"social",3,1,0
ef3870ea-fa6e-4f73-a808-a214d07633b9,"amazing",1,1,1
92296f77-70e7-4640-bfd6-7e723547435c,"significant",1,1,0
f24a246d-c9e8-403f-9591-140f8f6c9129,"embraced",3,1,0
1470dc5f-e2d9-4397-8e2e-6935e2f46ccb,"swim",1,1,0
6c9c9feb-675e-401c-941c-363bb99b87c4,"collaborate",3,1,0
1713386a-12fa-4273-9ece-dd8b29082835,"responsibility",1,1,0
646b69e7-7434-43e5-95a3-a213bf7f9ce7,"biomass",3,1,0
b9e112ce-ed4a-4878-8e1a-2d74a3f112f3,"star",1,1,0
dd5fb78c-5d40-45e6-aa0b-849f6442611b,"tower",1,1,0
b5a19263-1736-4f76-a793-816f785fd41a,"balcony",1,1,0
d47d7322-565c-47e8-aa2d-ee0741dc427a,"dive",1,1,0
5397493b-69e9-4da4-81fb-e7dfec528a8f,"scored",1,1,0
ff3ea02f-ec65-43a3-b796-2ef6390ac64a,"surface",1,1,0
994df41a-94f1-4fa4-85a5-0be6894a8989,"implications",3,0,1
ec09ffdd-626d-45a1-98d5-e00a8ec1b603,"complements",3,0,1
b4d7b580-37af-4760-9cce-bfc533f3e5ce,"compelling",3,0,1
bb65ead3-d6ff-409c-9ed8-5bf03fea842f,"enhances",3,0,1
b38f49fc-35d7-47ee-8666-c6bbbd9e1094,"process",3,0,1
eb8856d4-ea3c-4760-a790-dd1e4d41ae44,"embrace",3,0,1
076d1f5d-a67c-4a56-aa71-eb34e1c10b56,"constitute",3,0,1
fa720dad-6b2d-466b-9e84-d25a5b958dec,"spans",3,0,1
823d1b36-376a-4cdc-b97f-6540ab96d524,"anticipate",3,0,1
e52967e8-2dbc-4072-8036-6ff19a0db8b7,"flagged",3,0,1
304d0303-11cd-4726-b885-c833414b9cca,"implementing",3,0,1
ef842995-b83c-472a-8d06-3c045f0eca99,"withstand",3,0,1
fa2f446f-6a41-4182-90ff-10615c9932a4,"capture",3,0,1
ebcd74f6-c264-4700-9411-5b691026f9c6,"address",3,0,1
640d8946-a5b7-4e24-b80f-884775edccb0,"integral",3,0,1
119978d9-4dac-4e31-aaf6-f7377dd5fa8b,"thrive",3,0,1
67afddfe-840e-4f97-b1db-6ad2c4de27a8,"glances",3,0,1
7801c80c-b5ef-426a-b4cc-2157c03cae2a,"implemented",3,0,1
74a57c91-1d73-4259-b655-49bebb10cb9e,"implemented",3,0,1
cc3bc7a7-508c-46c8-96b8-09878547b0a4,"undergoing",3,0,1
2e819138-3dae-40b0-a985-ddc3ef3f7f84,"process",3,0,1
9b0da77b-720d-41fd-9e27-592fa0efc8a7,"unprecedented",3,0,1
6bec16a0-dd4e-41cd-8f5a-b5df517971d4,"scope",3,0,1
3c296cdd-aa6d-45aa-af97-b1573874e621,"breakthrough",3,0,1
0ee79157-a89b-404a-b628-636982b53923,"contribute",3,0,1
1dc9def6-3724-4102-8d60-2c2d53c6624a,"spectacular",3,0,1
eb104056-e700-48d5-b9dd-c98828787a12,"revolutionizing",3,0,1
ffcb3f4d-535b-49b2-8b92-f5463faeb89a,"detect",3,0,1
6b87921f-699d-4060-8a44-22a2ba04d038,"mutual",3,0,1
dae36dc5-e8e9-4242-8b07-dd1f09f60e90,"tackling",3,0,1
56fee195-8e8a-43a1-91c2-804fa65caca2,"adoption",3,0,1
1daea946-5f94-43ca-8a3e-12b3d3bc2beb,"sophisticated",3,0,1
0d2605b9-6a56-4b67-96a7-bce8e7fb4bd6,"invested",3,0,1
82a11622-9bfc-4637-b7e6-049283cacbce,"encounter",3,0,1
853aa9b1-cba7-4d4f-8f66-514182c562dc,"replace",3,0,1
357586e5-fa6f-4eef-a710-70f5ee14cd39,"striving",3,0,1
f53d7cd1-a71f-4e90-afc2-7606da67db04,"significance",3,0,1
d71d6b12-cde3-47b5-819b-fb10ee9b24ed,"breakthroughs",3,0,1
264e74af-5f7b-43c7-8686-0db4ec55e646,"emerged",3,0,1
96cb50e3-d068-425a-94ae-a3a4b6b29b59,"surpasses",3,0,1
f2b87492-a004-4298-903e-0d13499e528f,"diagnose",3,0,1
d010ba49-5f19-4d16-9c8f-7f1b0ddefdcf,"evolved",3,0,1
55addb56-629e-4393-9c7d-07a4a9d2e169,"fascinated",3,0,1
125ea0ea-03f6-47ee-970e-1e0a428d1619,"descends",3,0,1
835c1612-8947-4afa-a41e-f26b1f8c0341,"monitor",3,0,1
f2ee5721-fef6-4c72-af46-e51ca88139a1,"surpassing",3,0,1
5d012cd3-0561-4320-8a62-4a442bc32c1f,"make a significant impact",3,0,1
ebb677e8-8201-4891-938e-db11a754945f,"contribution",3,0,1
1b9772cc-5f4a-480a-bfd0-168ad117f0d7,"absorbing",3,0,1
34d749e9-18f6-47ac-ba95-54b1bf061578,"adaptations",3,0,1
5fdcdfd7-351c-4fa6-847f-d5e106916827,"borders",3,0,1
ff8a1a8c-6379-4350-97dd-86708f56fdc8,"overwhelm",3,0,1
3b0785f7-4afb-4a68-816b-87ececfa13b6,"depended on",3,0,1
f9136bcc-d0c4-48cb-898c-72ca15595e4f,"leverage",3,0,1
9bb907b9-c877-4091-bc32-1be9348668f7,"vulnerable",3,0,1
538533ef-70c9-46bc-98ad-035e073b54d6,"emerge",3,0,1
4f84a070-7c70-4173-89a3-0eec2d5abe39,"expand",3,0,1
