vocab_id,word,level,unit_number,unit_title,part_of_speech,definition_ar,example_en,has_audio,has_image,keep_id,reason
9d633f03-d8a6-465a-b3f4-36a85a8e33b7,abundance,4,3,Food Security,noun,وفرة، كثرة، غزارة,The region is known for its abundance of natural resources.,False,False,07c07a26-9a37-4353-8b7d-63d1af9588bb,same word+POS+def in unit
41062156-e01a-41ad-8e7d-3e8e879e16d8,enhance,4,3,Food Security,verb,يعزز، يحسن، يطور,Regular exercise can enhance your physical and mental health.,False,False,05c48cd3-af0f-4879-9bc6-18235f76406c,same word+POS+def in unit
e0219b30-10d8-4878-bbb1-025eddf2c468,significantly,4,3,Food Security,adverb,بشكل كبير، بصورة ملحوظة، إلى حد كبير,The new medicine significantly reduced the patient's pain levels.,False,False,eebc18bc-14fd-4df9-842a-17fcf2d1edc3,same word+POS+def in unit
03dd26ea-d931-4afc-bc68-430d4a0b5bdf,stimulate,4,5,Human Migration,verb,يحفز، ينشط، يشجع,Exercise stimulates the production of endorphins in the brain.,False,False,db30b966-8eb3-48c4-b530-4b7e4c01b751,same word+POS+def in unit
feeca7d0-37e5-4c07-8987-da7ed8469206,facilitate,4,5,Human Migration,verb,يسهل، ييسر، يساعد على,Online platforms facilitate communication between students and teachers.,False,False,bc9b6ae0-e8ec-4858-8f0e-7a22d8f9a316,same word+POS+def in unit
e51720aa-db0d-438a-bd30-eb556119ec27,evolve,4,6,Cryptocurrency,verb,يتطور، يتقدم، ينمو,The company's marketing strategy will evolve to meet changing customer needs.,False,False,e93dd072-c124-4720-b694-fa14dec0e642,same word+POS+def in unit
7ce7726d-c79f-4fe4-933b-27cf2f5e6741,undergo,4,6,Cryptocurrency,verb,يخضع لـ، يمر بـ، يتعرض لـ,All employees must undergo safety training before starting work.,False,False,f3b738f1-e552-498b-a650-5aac9dcfeac8,same word+POS+def in unit
82e17d52-8b33-44c0-b6d9-afcb52152eb6,proliferation,4,6,Cryptocurrency,noun,انتشار، تكاثر، ازدياد سريع,The proliferation of smartphones has changed how people communicate worldwide.,False,False,14655df0-2aaa-4209-b4d2-7fde57938145,same word+POS+def in unit
bd1a8b46-bf44-4d31-ac8f-7c404c2b80fe,mechanisms,4,10,Longevity Science,noun,آليات، عمليات، أنظمة عمل,Scientists are studying the mechanisms that cause climate change.,False,False,fa309d80-cc5d-4dbb-acb9-e80a5a2a51a1,same word+POS+def in unit
9d7c974f-9657-4cda-abab-d6d476766c8e,synthesis,4,10,Longevity Science,noun,تركيب، دمج، توليف,His book represents a synthesis of Eastern and Western philosophy.,False,False,ad1cefca-ab5b-4247-99a9-8e6a5dd8b727,same word+POS+def in unit
8975b41f-0155-4817-b67c-6cc63493150b,malleable,4,10,Longevity Science,adjective,قابل للتشكيل، مرن، قابل للتأثر,Young minds are more malleable and open to new learning experiences.,False,False,ced33704-ff0c-403d-8b14-c866f57ad721,same word+POS+def in unit
eb874443-5e15-4795-951f-dd795f87ce78,prevalent,4,11,Sustainable Architecture,adjective,سائد، منتشر، شائع,Online shopping has become increasingly prevalent among young consumers.,False,False,086592a3-313d-4648-b52e-fcc23c663dc5,same word+POS+def in unit
35d4143f-6991-4f69-aff3-1cc63e008ad7,synthesis,4,11,Sustainable Architecture,noun,تركيب، دمج، توليف,Her music represents a unique synthesis of classical and modern jazz styles.,False,False,7c715045-407a-4067-aebe-134cbd969188,same word+POS+def in unit
a921bf87-c922-4285-b8e8-41f565534a12,sophisticated,4,12,Exoplanet Hunting,adjective,متطور، معقد، راقي,The new smartphone has sophisticated features that appeal to tech enthusiasts.,False,False,0a2b8c96-471e-4e77-9f3f-9e8d7cc655e2,same word+POS+def in unit
2d8f0780-6f6d-412c-8232-10abe3cd6ac8,synthesis,4,12,Exoplanet Hunting,noun,تركيب، دمج، توليف,The professor's lecture was a brilliant synthesis of various historical perspectives.,False,False,856f976d-c2bc-464d-80da-6d9b664d385a,same word+POS+def in unit
b38aa488-9295-4e33-b011-b7000c2eec81,synthesis,4,12,Exoplanet Hunting,noun,تركيب، دمج، توليف,The professor's book is a synthesis of twenty years of research on the topic.,False,False,856f976d-c2bc-464d-80da-6d9b664d385a,same word+POS+def in unit
9e981922-e4f8-491b-bff3-6f6f435faf62,synthesis,4,12,Exoplanet Hunting,noun,تركيب، دمج، توليف,His book is a synthesis of various theories about human behavior.,False,False,856f976d-c2bc-464d-80da-6d9b664d385a,same word+POS+def in unit
fe48a314-7a3e-4743-9b06-54d714ee4016,pivotal,5,1,Civilization Collapse,adjective,محوري، حاسم، بالغ الأهمية,The CEO's decision proved pivotal in saving the company from bankruptcy.,False,False,81dc696d-1936-42f5-b9eb-d798794f1608,same word+POS+def in unit
d7b9a7b8-6b13-4e6c-b545-dd2b0035bef3,depletion,5,1,Civilization Collapse,noun,استنزاف، نضوب، نفاد,The depletion of groundwater reserves has become a major concern for farmers.,False,False,d829730f-0ab1-4a80-b4f5-8e2658715c1f,same word+POS+def in unit
fd1463e8-cee8-446d-a259-a75a9b208939,transformation,5,1,Civilization Collapse,noun,تحول، تغيير جذري، تحويل,The company's digital transformation improved efficiency and customer service.,False,False,91b6717f-196c-4a4d-884a-23079648bcb4,same word+POS+def in unit
c2fa0594-de1e-4b43-80a9-dcbb26efb6e2,repository,5,3,Scientific Skepticism,noun,مستودع، مخزن، مصدر,The library serves as a repository of historical documents.,False,False,c49d8176-3ee4-4ca0-8322-0c516cffe13d,same word+POS+def in unit
5e1efec8-8916-440b-aff8-3d0fc4329a3c,trajectory,5,4,Climate Adaptation,noun,مسار، مسيرة، اتجاه التطور,The company's financial trajectory suggests strong growth over the next five years.,False,False,66280d65-fc99-4f62-82b8-d6c948239812,same word+POS+def in unit
bd201f54-2c9d-44fb-a693-7be2e619f819,compelling,5,4,Climate Adaptation,adjective,مقنع، جذاب، لا يقاوم,The documentary presented compelling evidence about the effects of climate change.,False,False,02ef4265-b1af-482b-bcc6-a03c858aad20,same word+POS+def in unit
a9c6c0b3-fdb2-42a9-92f2-ae26027cbf67,malleable,5,7,Neuroscience Frontiers,adjective,قابل للتشكيل، مرن، قابل للتأثر,Young people's opinions are often more malleable than those of older adults.,False,False,2075300d-adcf-4f8f-b399-f2f5f75b56cb,same word+POS+def in unit
f78ea47e-cd9f-46eb-819c-457169fb3658,precision,5,7,Neuroscience Frontiers,noun,دقة، إتقان، ضبط,The surgeon performed the delicate operation with remarkable precision.,False,False,a93d9cf8-1db7-48c2-87f5-cae9ca496501,same word+POS+def in unit
8c73bc9f-11a2-4983-8ee9-009722f94631,harness,5,8,Swarm Intelligence,verb,يسخر، يستغل، يوظف,Solar panels harness the power of the sun to generate clean electricity.,False,False,7ea64f86-0ad0-4181-871b-b2229396497f,same word+POS+def in unit
4c1eccaa-e778-4012-be8f-3a1d72aeaa10,facilitate,5,10,Quantum Discovery,verb,يسهل، ييسر، يساعد على,The new software will facilitate communication between departments.,False,False,e2d45eed-c0d2-49b0-93d3-f84bc1c59f91,same word+POS+def in unit
0fb1aa6f-7a8a-4b3f-88a2-25bf6f5141f8,pivotal,5,12,Resource Economics,adjective,محوري، حاسم، بالغ الأهمية,The manager played a pivotal role in securing the major contract.,False,False,a5c856e3-a2df-4ec6-ab25-d5a85917cbb5,same word+POS+def in unit
