vocab_id,word,level,unit_number,unit_title,part_of_speech,definition_ar,example_en,has_audio,has_image,keep_id,reason
9804c3c1-d463-43e1-b9ee-d4abfaffb535,implications,4,1,Bioethics,noun,التبعات، النتائج المحتملة، المعاني الضمنية,The new policy has serious implications for small businesses.,False,False,fc90113c-ae03-41b6-81e8-830ad41c5e45,"same word+POS, diff Arabic def"
e20e305c-0ec9-465f-a65f-f70560bd44e8,implications,4,1,Bioethics,noun,تداعيات، عواقب، آثار,The new policy has serious implications for small businesses.,False,False,fc90113c-ae03-41b6-81e8-830ad41c5e45,"same word+POS, diff Arabic def"
8f3e2dfb-2304-4af7-8a15-15709da9138d,consequential,4,1,Bioethics,adjective,مهم، ذو عواقب، مؤثر,The president's decision proved to be highly consequential for the country's economy.,False,False,259c332b-8b08-4a14-86a0-fa4cc82b5172,"same word+POS, diff Arabic def"
57a9e87a-7a5e-4fde-aaa0-6f9639cc6113,manifestation,4,1,Bioethics,noun,تجلي، إظهار، مظهر,His generous donation was a manifestation of his commitment to education.,False,False,80d6aed8-9941-48d5-9400-78923a3512b1,"same word+POS, diff Arabic def"
5b03abea-29bb-4f5b-bce4-9e82464ae9e8,emergence,4,1,Bioethics,noun,الظهور، البروز، النشأة,The emergence of social media has changed how people communicate.,False,False,bbedacc8-f101-4f04-adc6-3314ce83a6a2,"same word+POS, diff Arabic def"
7e75a7ed-880f-416b-9524-5119390a618b,precision,4,1,Bioethics,noun,دقة، إتقان، ضبط,The surgeon's precision during the operation saved the patient's life.,False,False,5df10b3a-5b22-442a-a0ad-ded72060f201,"same word+POS, diff Arabic def"
ccc891ed-7ddc-4080-b891-1e652f9bd0e9,flourished,4,1,Bioethics,verb,ازدهر، نما وتطور بنجاح,The arts flourished during the Renaissance period.,False,False,66ff44ac-8774-4baf-9a0e-c01faf9045fa,"same word+POS, diff Arabic def"
e8097e32-79a4-4ba3-a8b5-eef0362ab1af,reckless,4,1,Bioethics,adjective,متهور، طائش، غير مبالٍ بالعواقب,His reckless driving caused a serious accident on the highway.,False,False,76e00e06-26f6-46a8-b6e4-d551a8cbda5e,"same word+POS, diff Arabic def"
8a4a959c-8ec5-4c5c-ba4e-3dce70036fee,deliberation,4,1,Bioethics,noun,التداول، التفكير العميق، المشاورة,"After much deliberation, the committee decided to approve the proposal.",False,False,24e94aaf-2791-4a6f-8895-356807f9e0c1,"same word+POS, diff Arabic def"
3cea9fda-0668-4363-ace0-2c717b78f6c8,consensus,4,1,Bioethics,noun,إجماع، اتفاق عام، توافق,The committee reached a consensus on the new environmental regulations.,False,False,d09338ae-613a-4204-bc24-1edb97c53f7e,"same word+POS, diff Arabic def"
e8929fef-10fe-4fb8-8e4c-b6b0505733eb,revolutionize,4,1,Bioethics,verb,يُحدث ثورة في، يُغير جذرياً,The internet revolutionized the way we access information.,False,False,e98c0f2c-67c9-4579-ab06-074f48aee579,"same word+POS, diff Arabic def"
9d4dfe3c-4c25-4558-a49c-48df9e0c5afc,contemplate,4,1,Bioethics,verb,يتأمل، يفكر في، يتدبر,She sat quietly contemplating her future career options.,False,False,f5cace36-ea2e-4b0b-955d-0477bfac5949,"same word+POS, diff Arabic def"
386469bb-a42c-4f33-97da-b334a824e348,intricate,4,1,Bioethics,adjective,معقد، متشابك، مُفصل,The watch has an intricate design with many small moving parts.,False,False,90406a36-c889-48fc-8f2b-5d7b6d36b7a7,"same word+POS, diff Arabic def"
f71654c4-44c8-4d8b-8a3c-5ff54f4c9d9a,exemplified,4,1,Bioethics,verb,جسّد، مثّل، كان مثالاً على,Her dedication to helping others exemplified the company's values.,False,False,b756b99e-9a58-4ddd-a942-74040dee573e,"same word+POS, diff Arabic def"
c3de0f83-6963-48c0-9adf-f7b43908d531,magnitude,4,1,Bioethics,noun,حجم، أهمية، عظم,Few people understood the magnitude of the environmental crisis.,False,False,0b914d98-c957-4fb8-be13-5729443289d3,"same word+POS, diff Arabic def"
491607e8-8e05-4dad-ac21-7ee7f51df0fe,transform,4,1,Bioethics,verb,يُحوّل، يُغير تماماً,Education can transform a person's life opportunities.,False,False,3878a8e0-148a-484f-85c7-2fa5a11ca8b8,"same word+POS, diff Arabic def"
054e0800-8c85-4f5d-a38a-d5934edb3404,reverberate,4,1,Bioethics,verb,يتردد صداه، يؤثر بقوة، ينتشر,The economic crisis will reverberate through the global markets for years.,False,False,87b791bf-750a-41c8-b045-e1f1b1f6be1e,"same word+POS, diff Arabic def"
8faff2ea-827f-4d47-afc1-326e1cce488b,perpetual,4,2,Deep Ocean Discovery,adjective,دائم، مستمر، لا ينقطع,The city suffers from perpetual traffic jams during rush hour.,False,False,8ef797c5-2f21-4750-99dc-96e03c6449d0,"same word+POS, diff Arabic def"
fef7d3ca-e594-478a-8f9c-6a7393426ba8,penetrate,4,2,Deep Ocean Discovery,verb,يخترق، ينفذ، يتوغل,The soldiers tried to penetrate enemy lines during the battle.,False,False,bac83663-63d2-43a9-a9a2-955bfd7bb705,"same word+POS, diff Arabic def"
5d08489a-c3e6-48f0-9954-45c9c7df25d6,sustain,4,2,Deep Ocean Discovery,verb,يدعم، يحافظ على، يستدام,Regular exercise helps sustain good health throughout life.,False,False,5059c974-00e3-42bb-9afc-e8fda8e76d03,"same word+POS, diff Arabic def"
8b94c1ed-5144-413c-a406-29ae342ab3b3,compelling,4,2,Deep Ocean Discovery,adjective,مقنع، جذاب، يلفت الانتباه,The documentary presented compelling arguments about climate change.,False,False,8d5147de-0e9e-48ad-9f62-f8707edbf509,"same word+POS, diff Arabic def"
8704bd9c-a3f9-4256-a3e0-c42b50d5fbf4,compelling,4,2,Deep Ocean Discovery,adjective,مقنع، مثير للاهتمام، جذاب,The documentary presented compelling evidence about climate change.,False,False,8d5147de-0e9e-48ad-9f62-f8707edbf509,"same word+POS, diff Arabic def"
34b6e942-ff8b-488c-b5d1-5ccd957f63bf,compelling,4,2,Deep Ocean Discovery,adjective,مقنع، جذاب، لا يقاوم,She presented a compelling argument for increasing the budget.,False,False,8d5147de-0e9e-48ad-9f62-f8707edbf509,"same word+POS, diff Arabic def"
bf1654a1-4ecb-4e05-862e-e4235de59b42,withstand,4,2,Deep Ocean Discovery,verb,يقاوم، يتحمل، يصمد أمام,The building was designed to withstand earthquakes.,False,False,924d410c-7b28-4f7d-a572-1c04ad381b7b,"same word+POS, diff Arabic def"
6b01e43c-b0c7-49fc-9446-b8a599625d44,contradict,4,2,Deep Ocean Discovery,verb,يناقض، يعارض، ينكر,The witness statements contradict each other completely.,False,False,40256a1d-e9c2-4ae7-9f54-6aa30cbd3517,"same word+POS, diff Arabic def"
18e95e7b-b3e0-40f3-97c7-d2c38cc99abb,thrive,4,2,Deep Ocean Discovery,verb,يزدهر، ينمو بقوة، يتطور,Children thrive when they receive attention and encouragement.,False,False,1b15609f-8178-434d-ba88-208c040003e1,"same word+POS, diff Arabic def"
59035489-e432-4890-8834-e2812b5081ed,constitute,4,2,Deep Ocean Discovery,verb,يشكل، يكوّن، يؤلف,Women constitute about 51% of the world's population.,False,False,8be987f9-3bfb-4efa-8db9-ac43ae2894c2,"same word+POS, diff Arabic def"
9efd080b-532a-45c1-aeef-5a3e24cc3650,intricate,4,2,Deep Ocean Discovery,adjective,معقد، متداخل، مفصل,The watch mechanism contains intricate parts that require expert repair.,False,False,12d4c190-b31e-4fca-93c2-79ff3972ed79,"same word+POS, diff Arabic def"
2df9728b-fbc0-4469-8154-f5bc22fb5b0a,extraction,4,2,Deep Ocean Discovery,noun,استخراج، إزالة، انتزاع,The extraction of oil from the ground requires special equipment.,False,False,e2775d71-320d-49de-bf5d-e64caf72133c,"same word+POS, diff Arabic def"
57f1a70b-e28c-40a0-a8b6-390760cdc9fb,significant,4,2,Deep Ocean Discovery,adjective,مهم، ذو أهمية، كبير,There has been a significant improvement in air quality this year.,False,False,405fa4f0-6c99-4286-9b8f-c99aa81636ab,"same word+POS, diff Arabic def"
623a9848-3c92-4814-8a38-ce786b6f848d,significance,4,2,Deep Ocean Discovery,noun,أهمية، مغزى، دلالة,The historical significance of this event cannot be underestimated.,False,False,1b9ecacb-5873-4175-ba52-a2bd12554eb0,"same word+POS, diff Arabic def"
34f35247-d5f0-4558-8a8e-bfda09c7a020,resilience,4,2,Deep Ocean Discovery,noun,مرونة، قدرة على التكيف، صمود,The community showed remarkable resilience after the natural disaster.,False,False,829b9219-5c54-4ff7-bfca-b29bcfc7f71f,"same word+POS, diff Arabic def"
5bec4108-79ef-44ee-9857-ec514b744826,compelling,4,3,Food Security,adjective,مقنع، جذاب، لافت للانتباه,The documentary presented a compelling argument for renewable energy.,False,False,689207f9-6ec2-4540-b4cb-a358fa0f09ca,"same word+POS, diff Arabic def"
3b8265f1-d1f9-403f-9ed9-cdb2c319bfa6,convergence,4,3,Food Security,noun,تقارب، التقاء، اندماج,The convergence of different cultures in the city created a unique atmosphere.,False,False,ec232ac0-b93b-4ace-90a0-c91bfcce18d7,"same word+POS, diff Arabic def"
e28a1a0f-5383-4f43-8734-7d47616485fb,proliferation,4,3,Food Security,noun,انتشار، تكاثر، زيادة سريعة,The proliferation of smartphones has changed how people communicate worldwide.,False,False,f12dcb35-fda8-405d-96ef-3778ef59d7b0,"same word+POS, diff Arabic def"
c1213499-b283-402a-b298-261c68843280,imperative,4,3,Food Security,noun,ضروري، حتمي، أمر لا بد منه,It is imperative that students submit their assignments on time.,False,False,4c1c36e2-3052-4770-a197-3c8471801d0b,"same word+POS, diff Arabic def"
4871003a-805e-40ff-ab92-fadd25db91d6,optimize,4,3,Food Security,verb,يُحسن، يُطور إلى أفضل حال، يُعظم الاستفادة,Companies use data analysis to optimize their marketing strategies.,False,False,2032255c-214c-4ebd-8fe8-fab2843a5c7b,"same word+POS, diff Arabic def"
709aad4a-41c1-47bf-90b1-23413c09bcbc,comprehensive,4,3,Food Security,adjective,شامل، كامل، متكامل,The university offers a comprehensive program in international business.,False,False,ff2f69d5-441f-489c-9ea4-52a53cee812d,"same word+POS, diff Arabic def"
572c9dfd-9391-478f-84c5-05cb3ea8c703,comprehensive,4,3,Food Security,adjective,شامل، متكامل، واسع النطاق,The university offers a comprehensive program in environmental science.,False,False,ff2f69d5-441f-489c-9ea4-52a53cee812d,"same word+POS, diff Arabic def"
fd2a8c38-dc4d-4649-9cc1-30ad353c9b8d,comprehensive,4,3,Food Security,adjective,شامل، متكامل، واسع النطاق,The report provides a comprehensive analysis of climate change effects.,False,False,ff2f69d5-441f-489c-9ea4-52a53cee812d,"same word+POS, diff Arabic def"
9e8e5925-f2c6-42c2-89aa-92f543c024fb,sophisticated,4,3,Food Security,adjective,متطور، معقد، متقدم,The hospital uses sophisticated equipment to diagnose rare diseases.,False,False,6cb96de9-762e-4238-9a42-627403e3e8fe,"same word+POS, diff Arabic def"
d00e6dd5-8c8a-4266-b1d5-d1b2645727b8,sustainable,4,3,Food Security,adjective,مستدام، قابل للاستمرار، مستديم,The university promotes sustainable energy practices on campus.,False,False,bfed1e4e-ab3b-4207-8ced-bde52c6eeb7d,"same word+POS, diff Arabic def"
6a77183c-cb0a-4e83-b532-8752c15656de,sustainable,4,3,Food Security,adjective,مستدام، قابل للاستمرار، بيئياً,Solar energy is a sustainable alternative to fossil fuels.,False,False,bfed1e4e-ab3b-4207-8ced-bde52c6eeb7d,"same word+POS, diff Arabic def"
8d5d4f08-e2d1-4688-8544-622b8b9ab755,implementation,4,3,Food Security,noun,التنفيذ، التطبيق، التطبيق العملي,The implementation of the new policy will begin next month.,False,False,fd6a6209-de95-46f6-a34a-18b7dbfb180a,"same word+POS, diff Arabic def"
6b1e263e-319e-4026-b0fb-2175a3dabcd8,utilize,4,3,Food Security,verb,يستخدم، يستغل، يوظف,The company plans to utilize solar panels to reduce electricity costs.,False,False,0439bd4f-09c7-41ee-8a62-c0ecf78654fb,"same word+POS, diff Arabic def"
be47beac-8f87-4687-b5d9-a3f84c8c44ca,precision,4,3,Food Security,noun,دقة، إتقان، ضبط,The surgeon performed the operation with remarkable precision.,False,False,e15359aa-205d-438a-8f58-7c8421795935,"same word+POS, diff Arabic def"
dca14b41-db7d-4bea-ba4a-963d2092a824,autonomy,4,3,Food Security,noun,الاستقلالية، الحكم الذاتي، الاكتفاء الذاتي,Students need some autonomy in choosing their research topics.,False,False,9e627cd5-5901-46da-9513-f1c3df432bff,"same word+POS, diff Arabic def"
5c904a3f-3a47-454d-a877-d926a406b244,implications,4,3,Food Security,noun,الآثار، التبعات، المعاني الضمنية,The implications of this research could change medical treatment.,False,False,12f381d0-831a-4bb6-9aad-978cf4658054,"same word+POS, diff Arabic def"
aaee1e8f-955e-48ad-96bb-08061aa4f79a,integrated,4,3,Food Security,adjective,متكامل، مدمج، موحد,The new system provides integrated solutions for all departments.,False,False,13e8b2dd-27cd-4a6d-aa30-1e636f97eaef,"same word+POS, diff Arabic def"
4543ebf7-dd3e-4ebd-be19-f470e937576f,adaptation,4,3,Food Security,noun,التكيف، التأقلم، التعديل,The film is an adaptation of a famous novel.,False,False,a55c5732-baf6-4601-b00f-53eff7fb86cc,"same word+POS, diff Arabic def"
d7d4c548-4cf6-4d93-ad48-bc88ecf09339,intricate,4,4,Biomimicry Design,adjective,معقد، مُتشابك، دقيق التفاصيل,The watchmaker spent hours working on the intricate mechanism of the antique clock.,False,False,de83a1ab-fc83-4894-b2fb-ae44d213a03e,"same word+POS, diff Arabic def"
7e303a56-1c6b-43e6-8fe4-9a416c9fb902,sophisticated,4,4,Biomimicry Design,adjective,معقد، متطور، متقدم في التصميم أو التقنية,The new smartphone has sophisticated features that make it very expensive.,False,False,7d929115-cdd2-4432-a22c-17b752f20d7b,"same word+POS, diff Arabic def"
98728267-9f26-47d4-9d9b-f07545177c09,paradigm,4,4,Biomimicry Design,noun,نموذج أو نمط؛ طريقة في التفكير أو فهم شيء ما,The company's success created a new business paradigm for the industry.,False,False,dd3b3e25-7686-491a-a140-04e3c97afc5b,"same word+POS, diff Arabic def"
29377894-384a-48fe-aea4-78954bd5a6f2,paradigm,4,4,Biomimicry Design,noun,نموذج، نمط، إطار مفاهيمي,The discovery of DNA changed the entire paradigm of genetic research.,False,False,dd3b3e25-7686-491a-a140-04e3c97afc5b,"same word+POS, diff Arabic def"
078c3330-abc7-40b6-98fd-8727658daf76,paradigm,4,4,Biomimicry Design,noun,نموذج، نمط، إطار مفاهيمي,The new teaching method represents a paradigm shift in education.,False,False,dd3b3e25-7686-491a-a140-04e3c97afc5b,"same word+POS, diff Arabic def"
746fcca5-fbe4-4418-95b0-f60b8af6e4ae,compelling,4,4,Biomimicry Design,adjective,مُقنع، جذاب، مُلفت للانتباه,The documentary presented compelling evidence about the effects of climate change.,False,False,599899b8-62fc-46b6-a7f9-7b41f62cb18f,"same word+POS, diff Arabic def"
73ef3a9a-92ce-411b-a6cc-63505095a7b6,proliferation,4,4,Biomimicry Design,noun,انتشار، تكاثر، ازدياد سريع,The proliferation of smartphones has changed how people communicate.,False,False,739e349a-67c7-448f-8424-82cc0f226a93,"same word+POS, diff Arabic def"
5adedb26-237f-4929-a5ab-7aa577c66bdb,viable,4,4,Biomimicry Design,adjective,قابل للتطبيق، عملي، ناجح,Solar energy is now a viable alternative to fossil fuels.,False,False,e2626ef2-a478-4ad6-b20a-35e5cbe9a46d,"same word+POS, diff Arabic def"
cf050104-1570-433a-8e16-67b902cafe87,efficiency,4,4,Biomimicry Design,noun,كفاءة، فعالية، إنتاجية,The new software improved the efficiency of our daily operations by 30%.,False,False,7fec87ae-a49e-4278-a95f-52f6c329177d,"same word+POS, diff Arabic def"
6b48f789-5c3e-4fa0-97a8-e0792aedb32e,emulate,4,4,Biomimicry Design,verb,يُحاكي، يُقلد، يُضاهي,Young athletes often emulate their favorite professional players.,False,False,f32f0836-b9ff-471a-a0ec-cab9f2cd527d,"same word+POS, diff Arabic def"
d1c4cd82-915f-468c-bcda-946e6add7a9b,emulate,4,4,Biomimicry Design,verb,يحاكي، يقلد، يضاهي,Young athletes often try to emulate their sports heroes.,False,False,f32f0836-b9ff-471a-a0ec-cab9f2cd527d,"same word+POS, diff Arabic def"
208cc662-fad4-4a7a-b443-1627547ac486,implications,4,4,Biomimicry Design,noun,تداعيات، آثار، نتائج محتملة,The implications of climate change affect every aspect of human life.,False,False,57671893-85ca-4bae-ba1d-b58f44fc0b3c,"same word+POS, diff Arabic def"
3b761660-e5bf-4d3b-b6c2-8230ff305c8c,harness,4,4,Biomimicry Design,verb,يُسخر، يستغل، يُوظف,Scientists are working to harness solar energy more effectively.,False,False,2a3f709f-ca9d-4186-a08d-18611af3a7e3,"same word+POS, diff Arabic def"
2f35ae2c-141c-406a-90b5-565a66ccb689,implementation,4,4,Biomimicry Design,noun,تنفيذ، تطبيق، تطبيق عملي,The implementation of the new policy will begin next month.,False,False,0fdca1c5-b73f-4a21-93a7-ddae2792333a,"same word+POS, diff Arabic def"
07780dd8-fd10-40f0-bab0-3810d17a673e,innovative,4,4,Biomimicry Design,adjective,يستخدم طرقاً أو أفكاراً جديدة؛ مبدع وأصلي,The company's innovative marketing strategy increased sales by 50%.,False,False,599cc5c3-180d-4500-8ba7-94aeabb83385,"same word+POS, diff Arabic def"
c62ef8f4-5bec-4a62-b935-43b62ba35c80,noteworthy,4,4,Biomimicry Design,adjective,جدير بالملاحظة، مُلفت، هام,The student's noteworthy performance in mathematics earned her a scholarship.,False,False,6c798443-d875-4e60-a56a-a6f5c0ca7143,"same word+POS, diff Arabic def"
